,location,BHK,total_sqft,bath,price,encoded_loc
2267,Hosa Road,2,1243.0,2.0,48.5,101
2268,others,2,960.0,2.0,32.0,230
2269,others,3,1690.0,3.0,100.0,230
2270,Whitefield,2,735.0,2.0,35.0,224
2271,Banaswadi,2,1365.0,2.0,73.0,31
2272,Hebbal,2,1420.0,2.0,99.39,92
2273,Somasundara Palya,3,1570.0,3.0,68.0,202
2274,Bisuvanahalli,2,850.0,1.0,32.0,46
2275,7th Phase JP Nagar,3,1575.0,2.0,110.0,6
2276,Thigalarapalya,2,1418.0,2.0,104.0,210
2277,Uttarahalli,2,1050.0,2.0,42.0,216
2278,Ulsoor,3,1340.0,3.0,90.0,215
2279,Yelahanka New Town,3,1610.0,3.0,92.0,227
2280,Electronic City Phase II,2,1160.0,2.0,33.5,75
2281,Kudlu,2,1092.0,2.0,44.0,147
2282,Yelahanka,3,1455.0,3.0,61.5,226
2283,others,2,799.0,2.0,38.0,230
2284,Whitefield,3,1896.0,3.0,75.0,224
2285,Ardendale,2,1100.0,2.0,48.0,19
2286,Bellandur,2,1350.0,2.0,79.0,40
2287,others,3,1355.0,3.0,61.0,230
2288,others,2,1350.0,2.0,90.0,230
2289,Kasavanhalli,3,1493.0,3.0,82.0,130
2290,8th Phase JP Nagar,2,1098.0,2.0,43.91,7
2291,others,3,1460.0,3.0,88.0,230
2292,Varthur,2,1091.0,2.0,32.0,217
2293,Yelahanka,2,1180.0,2.0,42.0,226
2294,Kanakpura Road,2,1366.0,3.0,76.85,127
2295,others,3,1685.0,3.0,95.0,230
2296,Koramangala,2,1260.0,2.0,100.0,144
2297,Whitefield,3,3010.0,3.0,200.0,224
2298,Whitefield,2,1346.0,2.0,96.17,224
2299,Sarjapur  Road,3,1476.0,2.0,98.94,194
2300,7th Phase JP Nagar,3,1850.0,3.0,140.0,6
2301,Electronic City,2,755.0,1.0,34.0,74
2302,others,2,1194.0,2.0,46.0,230
2303,Whitefield,3,3850.0,5.0,316.0,224
2304,others,1,800.0,1.0,52.0,230
2305,Vijayanagar,2,1352.0,2.0,68.0,220
2306,Thanisandra,3,2002.0,3.0,112.0,209
2307,others,4,4000.0,5.0,280.0,230
2308,Kaval Byrasandra,2,1060.0,2.0,45.0,133
2309,Kanakpura Road,3,1419.59,2.0,59.0,127
2310,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15,184
2311,Electronic City,3,1220.0,2.0,35.24,74
2312,Electronics City Phase 1,3,1595.0,3.0,75.0,76
2313,Banashankari,2,1260.0,2.0,75.0,26
2314,Hebbal,2,1100.0,2.0,47.0,92
2315,ISRO Layout,2,1180.0,2.0,52.0,106
2316,Electronic City,4,4000.0,5.0,150.0,74
2317,Akshaya Nagar,3,1662.0,3.0,85.0,11
2318,Ambedkar Nagar,3,1862.0,3.0,119.0,13
2319,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0,184
2320,Whitefield,3,1410.0,3.0,43.71,224
2321,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4,184
2322,Thanisandra,3,1634.0,3.0,78.0,209
2323,Whitefield,3,1150.0,2.0,44.0,224
2324,others,2,1100.0,2.0,53.0,230
2325,Yelahanka,3,1616.0,3.0,65.0,226
2326,Nagavarapalya,2,1392.0,2.0,99.0,172
2327,Jakkur,3,1798.0,3.0,120.0,110
2328,Babusapalaya,3,1675.0,3.0,75.0,24
2329,others,5,2000.0,4.0,103.0,230
2330,Hebbal,3,1700.0,3.0,124.0,92
2331,Hulimavu,2,1248.0,2.0,69.0,105
2332,others,2,1147.0,2.0,54.0,230
2333,Sultan Palaya,2,1100.0,2.0,40.0,206
2334,Vijayanagar,3,1527.0,3.0,115.0,220
2335,Kanakpura Road,1,525.0,1.0,25.0,127
2336,Kaggadasapura,2,1100.0,2.0,58.0,118
2337,Seegehalli,2,1118.0,2.0,37.5,198
2338,Kanakapura,3,1476.0,3.0,75.0,126
2339,others,3,2100.0,3.0,75.0,230
2340,others,3,1215.0,2.0,46.5,230
2341,Ambalipura,2,1332.0,2.0,79.0,12
2342,Hennur Road,2,1350.0,2.0,49.0,96
2343,NGR Layout,2,1105.0,2.0,49.73,167
2344,Kasavanhalli,2,1200.0,2.0,50.0,130
2345,Ramagondanahalli,2,1251.0,2.0,47.4,187
2346,Pai Layout,3,1400.0,2.0,67.0,179
2347,Hegde Nagar,3,1703.0,3.0,113.0,94
2348,NRI Layout,5,2500.0,5.0,130.0,168
2349,Varthur,3,1250.0,3.0,71.0,217
2350,Jigani,2,933.0,2.0,43.0,113
2351,others,1,461.82,1.0,31.7,230
2352,Brookefield,2,1262.0,2.0,75.0,51
2353,Yelahanka,2,915.0,2.0,48.0,226
2354,Panathur,3,1370.0,2.0,61.5,180
2355,Malleshpalya,2,1210.0,2.0,55.0,159
2356,others,3,1500.0,2.0,85.0,230
2357,others,2,1065.0,2.0,50.0,230
2358,Ramamurthy Nagar,3,1515.0,3.0,65.0,188
2359,Sarjapura - Attibele Road,4,1800.0,4.0,110.0,195
2360,Uttarahalli,3,1300.0,2.0,55.0,216
2361,Vijayanagar,2,989.0,2.0,60.0,220
2362,Jakkur,2,1300.0,2.0,85.0,110
2363,Marathahalli,2,1045.0,2.0,60.0,161
2364,others,2,1205.0,2.0,42.18,230
2365,others,2,1260.0,2.0,75.0,230
2366,Ulsoor,3,1500.0,2.0,125.0,215
2367,Bommanahalli,3,1250.0,2.0,42.5,47
2368,others,2,1199.0,2.0,50.0,230
2369,Lakshminarayana Pura,2,1149.0,2.0,75.0,153
2370,Sarjapur  Road,3,2180.0,3.0,170.0,194
2371,Hulimavu,3,1818.0,3.0,135.0,105
2372,others,2,1070.0,2.0,33.0,230
2373,Nagarbhavi,3,1350.0,2.0,54.6,169
2374,Chandapura,2,630.0,1.0,27.0,55
2375,Hoodi,2,1430.0,2.0,113.0,97
2376,Nagavara,3,2430.0,4.0,180.0,171
2377,Sarjapur  Road,2,1084.0,2.0,55.0,194
2378,Hennur Road,3,1186.0,2.0,56.0,96
2379,Kengeri,2,1255.0,2.0,50.0,135
2380,Haralur Road,4,3400.0,5.0,240.0,90
2381,Hosa Road,3,1541.0,3.0,69.84,101
2382,Iblur Village,4,3596.0,5.0,282.0,107
2383,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0,184
2384,7th Phase JP Nagar,3,1370.0,2.0,54.79,6
2385,Electronic City,2,1100.0,2.0,40.0,74
2386,JP Nagar,2,1200.0,2.0,62.0,109
2387,Gunjur,4,2000.0,3.0,95.0,85
2388,Sarjapur  Road,3,1220.0,3.0,62.0,194
2389,others,3,1950.0,3.0,130.0,230
2390,Somasundara Palya,2,1178.0,2.0,73.0,202
2391,Dasanapura,3,1286.0,3.0,61.44,63
2392,Begur Road,2,1160.0,2.0,42.0,39
2393,Jigani,2,918.0,2.0,55.0,113
2394,Electronic City,3,1563.0,3.0,91.84,74
2395,others,2,1326.0,2.0,62.17,230
2396,Begur Road,2,1240.0,2.0,39.06,39
2397,Kaggadasapura,2,1325.0,2.0,50.0,118
2398,Sonnenahalli,2,1100.0,2.0,44.0,204
2399,Gollarapalya Hosahalli,3,1605.0,3.0,50.0,81
2400,Somasundara Palya,2,1260.0,2.0,60.0,202
2401,Hoodi,3,1553.0,3.0,83.09,97
2402,Whitefield,2,1280.0,2.0,52.0,224
2403,Hebbal,3,1550.0,2.0,75.0,92
2404,Murugeshpalya,3,1550.0,3.0,74.0,165
2405,Electronics City Phase 1,3,1515.0,2.0,80.91,76
2406,Hosa Road,3,1332.0,2.0,86.12,101
2407,Electronic City,3,1652.0,3.0,70.0,74
2408,Hegde Nagar,3,1570.0,3.0,105.0,94
2409,Sector 2 HSR Layout,1,794.0,1.0,60.0,196
2410,Seegehalli,3,1200.0,2.0,62.0,198
2411,Sarjapur  Road,3,1750.0,3.0,110.0,194
2412,Hebbal,2,1053.0,2.0,48.0,92
2413,Kadubeesanahalli,3,1665.0,3.0,70.0,116
2414,Bommasandra,3,1447.0,3.0,80.0,48
2415,Balagere,2,1012.0,2.0,75.0,25
2416,Malleshpalya,3,1900.0,3.0,60.0,159
2417,others,2,1308.0,2.0,92.66,230
2418,Hormavu,1,1351.0,2.0,53.0,100
2419,Gunjur,2,1140.0,2.0,49.11,85
2420,Jakkur,4,3181.0,4.0,260.5,110
2421,Uttarahalli,3,1250.0,2.0,55.0,216
2422,Kanakapura,3,1290.0,3.0,45.15,126
2423,Garudachar Palya,3,1320.0,2.0,60.6,79
2424,Akshaya Nagar,3,1662.0,3.0,85.5,11
2425,Battarahalli,3,1777.0,3.0,100.0,37
2426,Kadugodi,3,1900.0,3.0,108.0,117
2427,Anandapura,3,1576.0,3.0,59.1,15
2428,Sompura,2,1020.0,2.0,41.0,203
2429,others,3,2100.0,3.0,170.0,230
2430,Raja Rajeshwari Nagar,1,648.0,1.0,31.75,184
2431,Neeladri Nagar,3,1167.0,2.0,38.0,173
2432,Hoodi,2,1220.0,2.0,50.89,97
2433,Vittasandra,2,1259.0,2.0,67.4,223
2434,Gottigere,4,2000.0,4.0,82.0,82
2435,8th Phase JP Nagar,3,1800.0,3.0,80.0,7
2436,others,3,1991.0,3.0,160.0,230
2437,Bannerghatta,3,1665.0,3.0,110.0,33
2438,others,2,1234.0,2.0,61.0,230
2439,Mysore Road,3,1340.0,2.0,64.31,166
2440,Banashankari,2,1170.0,2.0,46.79,26
2441,Electronics City Phase 1,2,995.0,2.0,46.0,76
2442,Old Airport Road,2,1075.0,2.0,60.0,176
2443,Electronic City,2,1025.0,2.0,54.5,74
2444,Rachenahalli,3,2721.0,3.0,113.0,183
2445,Thanisandra,3,2000.0,3.0,99.0,209
2446,Whitefield,4,2500.0,4.0,155.0,224
2447,Mallasandra,2,1325.0,2.0,70.0,158
2448,Kadugodi,2,1314.0,2.0,68.2,117
2449,Kanakpura Road,3,2265.0,3.0,136.0,127
2450,Yelahanka,2,1026.0,2.0,41.0,226
2451,others,3,1200.0,3.0,66.0,230
2452,others,3,2220.0,4.0,65.0,230
2453,KR Puram,2,1192.5,2.0,51.22,115
2454,Sarjapur  Road,3,1888.0,4.0,95.0,194
2455,JP Nagar,2,1300.0,2.0,90.87,109
2456,Rajaji Nagar,2,1216.0,2.0,97.16,185
2457,Begur,3,1559.0,3.0,63.0,38
2458,Harlur,2,1290.0,2.0,87.0,91
2459,Whitefield,1,905.0,1.0,55.0,224
2460,others,2,1069.0,2.0,55.0,230
2461,Sarjapur  Road,3,1300.0,3.0,60.0,194
2462,Channasandra,2,1115.0,2.0,33.45,56
2463,Ambedkar Nagar,3,2150.0,4.0,125.0,13
2464,Marathahalli,3,1305.0,2.0,69.0,161
2465,Kanakpura Road,2,1252.0,2.0,56.32,127
2466,Whitefield,2,1200.0,2.0,46.13,224
2467,others,2,1375.0,2.0,105.0,230
2468,Subramanyapura,2,1313.0,2.0,66.5,205
2469,Attibele,4,3640.0,4.0,275.0,21
2470,others,3,1693.0,3.0,108.0,230
2471,others,2,1160.0,2.0,41.75,230
2472,Subramanyapura,3,1255.0,2.0,79.0,205
2473,others,2,900.0,2.0,45.0,230
2474,Yelahanka New Town,3,1700.0,3.0,90.0,227
2475,Uttarahalli,3,1700.0,3.0,88.0,216
2476,Harlur,3,1749.0,3.0,115.0,91
2477,Dasanapura,2,1500.0,3.0,65.0,63
2478,others,2,1175.0,2.0,48.0,230
2479,Akshaya Nagar,2,1280.0,2.0,60.0,11
2480,others,2,1200.0,2.0,50.0,230
2481,Ramagondanahalli,3,1610.0,2.0,115.0,187
2482,Electronic City,2,1070.0,2.0,46.0,74
2483,TC Palaya,2,1200.0,2.0,66.0,207
2484,9th Phase JP Nagar,2,1127.0,2.0,50.0,8
2485,others,2,600.0,2.0,23.0,230
2486,others,2,1364.0,2.0,70.0,230
2487,Whitefield,4,2268.0,3.0,146.0,224
2488,others,3,1150.0,2.0,77.5,230
2489,others,2,1146.0,2.0,39.5,230
2490,Magadi Road,2,1345.0,2.0,55.0,155
2491,others,2,1110.0,2.0,41.0,230
2492,Kengeri,2,750.0,2.0,36.0,135
2493,others,2,1156.0,2.0,49.5,230
2494,others,2,1247.0,2.0,59.8,230
2495,others,2,1058.0,2.0,60.0,230
2496,Kaggalipura,2,950.0,2.0,48.0,119
2497,Vijayanagar,3,1520.0,2.0,103.0,220
2498,others,1,900.0,1.0,30.0,230
2499,Hennur Road,3,2350.0,3.0,174.0,96
2500,Thanisandra,2,1050.0,2.0,46.0,209
2501,Laggere,5,2800.0,5.0,125.0,152
2502,others,3,1500.0,2.0,65.0,230
2503,others,2,1400.0,2.0,65.0,230
2504,8th Phase JP Nagar,4,2700.0,4.0,130.0,7
2505,Bommasandra,2,920.0,2.0,37.46,48
2506,Sarjapur  Road,3,1200.0,3.0,70.0,194
2507,Haralur Road,2,1464.0,2.0,56.0,90
2508,Electronics City Phase 1,3,1555.0,2.0,82.0,76
2509,Whitefield,2,1150.0,2.0,55.0,224
2510,Kadubeesanahalli,2,970.0,2.0,35.0,116
2511,Banashankari,4,2500.0,4.0,95.0,26
2512,others,2,1166.0,2.0,53.0,230
2513,Electronic City,3,1350.0,3.0,58.0,74
2514,others,2,900.0,2.0,46.0,230
2515,others,3,1190.0,3.0,55.0,230
2516,Kodichikkanahalli,3,1495.0,2.0,75.0,138
2517,Banashankari Stage III,3,1350.0,2.0,68.0,28
2518,Green Glen Layout,2,940.0,2.0,56.8,83
2519,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0,184
2520,Kaikondrahalli,2,1300.0,2.0,61.0,120
2521,Hoodi,2,1105.0,2.0,46.37,97
2522,Sarjapur  Road,3,2600.0,3.0,200.0,194
2523,Yelahanka,3,1517.0,3.0,76.3,226
2524,Horamavu Banaswadi,6,3800.0,8.0,200.0,99
2525,Jalahalli,3,1615.0,3.0,89.75,111
2526,others,3,1500.0,3.0,65.0,230
2527,Mysore Road,3,1082.0,3.0,50.5,166
2528,Marathahalli,2,1365.0,2.0,73.0,161
2529,CV Raman Nagar,2,1392.0,2.0,98.0,53
2530,Kodigehalli,2,1086.0,2.0,33.66,140
2531,Hennur Road,3,1586.0,3.0,93.94,96
2532,Hennur,2,1100.0,2.0,60.0,95
2533,Electronic City Phase II,2,1065.0,2.0,30.75,75
2534,TC Palaya,3,1500.0,2.0,120.0,207
2535,7th Phase JP Nagar,3,1575.0,2.0,120.0,6
2536,Hennur Road,3,1975.0,3.0,123.0,96
2537,others,2,820.0,2.0,24.0,230
2538,Gubbalala,3,1745.0,3.0,110.0,84
2539,Nagarbhavi,2,1223.0,2.0,60.0,169
2540,Ananth Nagar,3,1200.0,2.0,65.0,16
2541,Basaveshwara Nagar,2,1200.0,2.0,90.0,36
2542,Binny Pete,1,665.0,1.0,46.08,45
2543,Bharathi Nagar,2,1351.0,2.0,70.0,42
2544,Sector 7 HSR Layout,3,3900.0,3.0,300.0,197
2545,Thanisandra,3,1588.0,3.0,75.55,209
2546,Amruthahalli,2,900.0,2.0,60.0,14
2547,Harlur,4,3385.0,4.0,260.0,91
2548,Panathur,3,1370.0,2.0,75.0,180
2549,Whitefield,3,1500.0,3.0,71.8,224
2550,Hoodi,2,1247.0,2.0,53.0,97
2551,Balagere,2,1020.07,2.0,68.38,25
2552,others,3,1033.0,2.0,32.0,230
2553,others,3,1460.0,2.0,73.0,230
2554,Garudachar Palya,2,1150.0,2.0,52.8,79
2555,Sarjapur  Road,5,5965.0,5.0,385.0,194
2556,Babusapalaya,2,1141.0,2.0,46.0,24
2557,Yelahanka,4,2912.5,6.0,125.5,226
2558,Doddaballapur,4,4200.0,4.0,325.0,68
2559,Hosa Road,3,1665.0,2.0,125.0,101
2560,Kanakapura,2,1295.0,2.0,64.0,126
2561,Haralur Road,2,1230.0,2.0,78.0,90
2562,others,3,1080.0,2.0,75.0,230
2563,Kaggalipura,2,1000.0,2.0,60.0,119
2564,Whitefield,1,630.5,1.0,32.79,224
2565,Rayasandra,3,1708.0,3.0,75.0,189
2566,Thanisandra,3,1697.0,3.0,115.0,209
2567,Whitefield,4,3537.0,5.0,210.0,224
2568,Hosa Road,1,615.0,1.0,28.29,101
2569,Banashankari,3,1350.0,2.0,83.0,26
2570,Kanakpura Road,3,1530.0,2.0,66.4,127
2571,Jalahalli,2,1083.0,2.0,32.49,111
2572,Gottigere,3,1460.0,2.0,65.0,82
2573,Babusapalaya,2,1084.0,2.0,58.0,24
2574,Bommasandra,2,1035.0,2.0,41.43,48
2575,others,3,2400.0,2.0,150.0,230
2576,Hosur Road,1,460.0,1.0,21.0,104
2577,Whitefield,2,1285.0,2.0,55.9,224
2578,Sarjapur,3,1200.0,3.0,78.0,193
2579,others,2,1070.0,2.0,35.0,230
2580,Hegde Nagar,3,1801.0,3.0,140.0,94
2581,Whitefield,3,1697.0,3.0,115.0,224
2582,AECS Layout,2,1199.0,2.0,65.0,9
2583,Marathahalli,4,3800.0,4.0,205.0,161
2584,others,2,1125.0,2.0,75.0,230
2585,Anandapura,2,1200.0,2.0,67.0,15
2586,Subramanyapura,2,1050.0,2.0,41.0,205
2587,Nagarbhavi,2,956.0,2.0,49.0,169
2588,Sarjapur,2,1000.0,2.0,30.0,193
2589,others,3,1596.0,3.0,95.0,230
2590,Kanakpura Road,2,1296.0,2.0,89.06,127
2591,others,3,1639.0,3.0,123.0,230
2592,Electronic City Phase II,2,1219.0,2.0,61.25,75
2593,Uttarahalli,3,1200.0,3.0,50.0,216
2594,Bannerghatta Road,2,1218.0,2.0,73.0,34
2595,others,2,920.0,2.0,37.0,230
2596,Yeshwanthpur,3,2559.0,3.0,141.0,229
2597,others,1,525.0,1.0,26.0,230
2598,Bannerghatta Road,3,1427.0,2.0,48.51,34
2599,Kothannur,3,1270.0,3.0,45.0,145
2600,Ramagondanahalli,2,920.0,2.0,65.0,187
2601,Ramamurthy Nagar,3,1355.0,2.0,40.0,188
2602,Lingadheeranahalli,3,1530.0,2.0,90.0,154
2603,others,3,1372.0,2.0,90.0,230
2604,Nehru Nagar,4,2363.0,5.0,120.0,174
2605,Marathahalli,4,3895.0,4.0,220.0,161
2606,Jakkur,3,1950.0,3.0,131.0,110
2607,others,2,885.0,2.0,40.0,230
2608,Yelahanka,2,600.0,2.0,27.0,226
2609,Kanakpura Road,2,1339.0,2.0,62.0,127
2610,Whitefield,2,1130.0,2.0,36.0,224
2611,Uttarahalli,2,1085.0,2.0,43.0,216
2612,Yeshwanthpur,3,1430.0,3.0,72.0,229
2613,Bhoganhalli,4,1451.5,4.0,121.0,43
2614,others,3,1490.0,2.0,59.6,230
2615,others,4,1650.0,4.0,99.0,230
2616,Bellandur,2,1286.0,2.0,57.0,40
2617,others,2,925.0,2.0,63.0,230
2618,Bellandur,4,3016.0,4.0,230.0,40
2619,Haralur Road,2,1000.0,2.0,44.0,90
2620,Whitefield,2,1215.0,2.0,39.0,224
2621,others,4,1200.0,3.0,95.0,230
2622,Lakshminarayana Pura,2,1336.0,2.0,100.0,153
2623,Yeshwanthpur,1,673.0,1.0,36.85,229
2624,Anandapura,2,1200.0,2.0,58.0,15
2625,others,2,1200.0,2.0,79.0,230
2626,Devanahalli,5,2400.0,5.0,100.0,65
2627,Sector 2 HSR Layout,2,1143.0,2.0,65.0,196
2628,Kanakpura Road,2,1470.0,2.0,61.74,127
2629,Marathahalli,3,1785.0,3.0,94.0,161
2630,Kothanur,3,1460.0,3.0,71.0,146
2631,Kasturi Nagar,3,1500.0,2.0,80.0,131
2632,Sanjay nagar,5,3300.0,3.0,250.0,191
2633,Chikkalasandra,2,1230.0,2.0,48.0,59
2634,Yelahanka New Town,1,650.0,1.0,20.0,227
2635,Benson Town,2,1480.0,2.0,120.0,41
2636,Thanisandra,2,1220.0,2.0,43.92,209
2637,others,3,1570.0,3.0,115.0,230
2638,Mallasandra,3,1665.0,3.0,86.91,158
2639,Ramamurthy Nagar,2,1100.0,2.0,68.0,188
2640,Kathriguppe,3,1350.0,2.0,87.01,132
2641,Kasavanhalli,3,1719.0,3.0,116.0,130
2642,Budigere,1,664.0,1.0,35.0,52
2643,Sonnenahalli,2,1011.0,2.0,50.53,204
2644,others,6,2400.0,6.0,130.0,230
2645,others,3,1680.0,3.0,85.0,230
2646,Yeshwanthpur,2,717.0,2.0,49.475,229
2647,Uttarahalli,3,1350.0,2.0,53.0,216
2648,others,2,875.0,2.0,33.0,230
2649,Hennur,2,1231.0,2.0,48.0,95
2650,Somasundara Palya,2,1174.0,2.0,74.0,202
2651,Munnekollal,3,1560.0,3.0,75.0,164
2652,others,2,1464.0,2.0,56.0,230
2653,Kanakpura Road,3,2200.0,3.0,130.0,127
2654,Shivaji Nagar,2,850.0,2.0,55.0,200
2655,1st Phase JP Nagar,3,2024.0,3.0,157.0,1
2656,Devanahalli,2,1080.0,2.0,44.0,65
2657,Electronic City,2,1020.0,2.0,29.46,74
2658,Begur Road,3,1500.0,2.0,55.0,39
2659,Kodichikkanahalli,4,3250.0,4.0,180.0,138
2660,Channasandra,2,1030.0,2.0,34.5,56
2661,Hebbal,2,1440.0,2.0,115.0,92
2662,Hoodi,2,1500.0,2.0,84.0,97
2663,Thanisandra,1,1380.0,1.0,62.1,209
2664,others,2,1200.0,2.0,50.0,230
2665,others,1,705.0,1.0,36.5,230
2666,Harlur,3,2240.0,5.0,155.0,91
2667,Hegde Nagar,3,1584.01,3.0,103.0,94
2668,others,3,1340.0,3.0,77.0,230
2669,others,3,1800.0,3.0,70.0,230
2670,R.T. Nagar,2,1200.0,2.0,45.0,182
2671,Sarjapur  Road,1,685.0,1.0,40.0,194
2672,others,2,925.0,2.0,42.0,230
2673,others,2,1230.0,2.0,57.0,230
2674,Kodichikkanahalli,2,1125.0,2.0,52.0,138
2675,Hebbal,2,1100.0,2.0,54.0,92
2676,Jigani,3,2400.0,3.0,149.0,113
2677,Electronic City Phase II,3,1400.0,2.0,41.58,75
2678,Jakkur,3,1858.0,3.0,98.3,110
2679,Ambedkar Nagar,4,3530.0,4.0,290.0,13
2680,HSR Layout,2,1185.0,2.0,60.0,89
2681,Hennur,2,1255.0,2.0,58.0,95
2682,Kudlu Gate,3,1335.0,3.0,89.0,148
2683,Dodda Nekkundi,3,1999.0,3.0,132.0,67
2684,Kundalahalli,3,1397.0,3.0,110.0,150
2685,Chikka Tirupathi,3,1616.0,3.0,95.0,57
2686,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,184
2687,Varthur,3,1200.0,2.0,98.0,217
2688,Balagere,2,1205.47,2.0,81.0,25
2689,Electronic City,3,1700.0,3.0,75.0,74
2690,Kanakpura Road,2,1090.0,2.0,54.54,127
2691,Yeshwanthpur,4,3600.0,5.0,220.0,229
2692,Thanisandra,1,923.0,1.0,60.84,209
2693,Green Glen Layout,2,1050.0,2.0,48.0,83
2694,Hennur Road,3,1664.0,2.0,93.865,96
2695,others,3,1485.0,3.0,85.0,230
2696,Dommasandra,3,1033.0,2.0,31.5,72
2697,Electronic City,3,1400.0,2.0,48.0,74
2698,Sarjapur  Road,2,944.0,2.0,35.0,194
2699,Whitefield,2,1216.0,2.0,66.48,224
2700,others,2,1100.0,2.0,39.5,230
2701,Thanisandra,3,1743.0,3.0,93.25,209
2702,Yelahanka,2,1274.0,2.0,48.42,226
2703,Mysore Road,3,1512.0,2.0,110.0,166
2704,Cox Town,3,1650.0,3.0,100.0,62
2705,Doddathoguru,3,1875.0,3.0,55.0,70
2706,Whitefield,3,1350.0,3.0,54.0,224
2707,others,2,1219.0,2.0,40.0,230
2708,Sarjapura - Attibele Road,3,2400.0,3.0,85.0,195
2709,Hormavu,2,1141.0,2.0,44.4,100
2710,Anandapura,2,1151.0,2.0,43.1,15
2711,Sarjapur  Road,2,915.0,2.0,38.0,194
2712,others,3,3259.0,3.0,270.0,230
2713,Bannerghatta Road,2,1115.0,2.0,65.12,34
2714,Thigalarapalya,3,2072.0,4.0,139.0,210
2715,Kaggadasapura,2,1200.0,2.0,53.0,118
2716,Singasandra,2,1300.0,2.0,65.0,201
2717,Bellandur,2,1457.0,2.0,85.0,40
2718,Kannamangala,2,1262.0,2.0,55.0,128
2719,Attibele,1,420.0,1.0,17.0,21
2720,Kanakapura,2,1160.0,2.0,46.39,126
2721,Kasavanhalli,2,1115.0,2.0,50.0,130
2722,JP Nagar,3,1315.0,2.0,85.4,109
2723,Babusapalaya,2,1500.0,2.0,57.0,24
2724,HSR Layout,2,1127.0,2.0,68.0,89
2725,Kundalahalli,3,1397.0,3.0,104.0,150
2726,Whitefield,2,1173.0,2.0,60.0,224
2727,Sarjapur  Road,3,2720.0,5.0,210.0,194
2728,Jakkur,2,1230.0,2.0,76.0,110
2729,others,4,3200.0,3.0,190.0,230
2730,Sarjapur  Road,2,858.0,2.0,31.57,194
2731,Talaghattapura,3,1868.0,3.0,121.0,208
2732,Uttarahalli,3,1689.28,3.0,91.2,216
2733,Banashankari,3,1425.0,3.0,49.88,26
2734,Tindlu,2,1350.0,2.0,100.0,213
2735,Channasandra,6,4200.0,6.0,180.0,56
2736,Uttarahalli,3,1310.0,2.0,85.0,216
2737,Haralur Road,4,3185.0,2.0,175.0,90
2738,others,2,970.0,2.0,40.0,230
2739,Kundalahalli,3,1397.0,3.0,108.0,150
2740,Sarjapur,2,1157.0,2.0,40.0,193
2741,Kasavanhalli,2,1125.0,2.0,61.2,130
2742,Sonnenahalli,2,1157.0,2.0,42.0,204
2743,Sarjapur  Road,2,1241.0,2.0,82.0,194
2744,Marathahalli,4,4000.0,4.0,220.0,161
2745,Rajiv Nagar,4,2340.0,4.0,148.0,186
2746,others,1,596.0,1.0,42.0,230
2747,Brookefield,2,1139.0,2.0,80.0,51
2748,Thigalarapalya,4,3122.0,5.0,225.0,210
2749,Yeshwanthpur,2,1168.0,2.0,64.08,229
2750,Chandapura,2,877.0,2.0,42.0,55
2751,Electronics City Phase 1,2,1340.0,2.0,75.0,76
2752,others,3,1405.0,2.0,70.0,230
2753,others,3,1800.0,3.0,65.0,230
2754,others,3,1360.0,2.0,65.0,230
2755,others,2,985.0,2.0,63.0,230
2756,others,3,1490.0,2.0,88.0,230
2757,others,2,620.0,1.0,25.0,230
2758,Hormavu,2,1130.0,2.0,42.3,100
2759,Yelachenahalli,2,1080.0,2.0,55.0,225
2760,Singasandra,4,3126.0,4.0,120.0,201
2761,Begur Road,3,1410.0,2.0,52.17,39
2762,Bommanahalli,3,1375.0,3.0,59.0,47
2763,Hennur Road,3,1290.0,2.0,94.5,96
2764,Hosa Road,3,1318.0,2.0,85.28,101
2765,Electronic City,2,1128.0,2.0,68.0,74
2766,others,4,4428.0,4.0,255.0,230
2767,Kanakpura Road,2,1051.0,2.0,56.74,127
2768,Kengeri,3,3500.0,5.0,275.0,135
2769,Kannamangala,4,2400.0,4.0,130.0,128
2770,Yelahanka,2,1327.0,2.0,85.0,226
2771,Thigalarapalya,4,2912.0,6.0,210.0,210
2772,others,2,1301.0,2.0,55.0,230
2773,others,1,650.0,1.0,30.0,230
2774,Varthur,3,1200.0,3.0,67.75,217
2775,others,3,1500.0,2.0,89.99,230
2776,Sarjapur  Road,2,984.0,2.0,45.91,194
2777,others,1,910.0,1.0,42.0,230
2778,others,3,1250.0,3.0,39.0,230
2779,Hosakerehalli,2,1304.0,2.0,100.0,102
2780,Begur Road,3,1615.0,3.0,58.0,39
2781,Sarjapur  Road,2,1400.0,2.0,68.0,194
2782,CV Raman Nagar,2,1070.0,2.0,47.5,53
2783,Hoodi,2,1132.0,2.0,89.37,97
2784,others,3,2000.0,3.0,85.0,230
2785,Sector 2 HSR Layout,1,794.0,1.0,65.0,196
2786,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59,184
2787,Gottigere,3,1500.0,3.0,70.0,82
2788,Whitefield,2,1269.0,2.0,75.0,224
2789,Kanakpura Road,2,1070.0,2.0,37.45,127
